total,untranslated,needReview,translated,approved,rejected,translatedOnly,fuzzy,unit,locale,lastTranslated,project,version/iteration
883,0,0,883,767,0,116,0,WORD,fr,27/02/19 12:03 by framasky,lutim,master
139,69,0,70,70,0,0,0,MESSAGE,hu,,lutim,master
883,584,0,299,299,0,0,0,WORD,hu,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,br,,lutim,master
883,883,0,0,0,0,0,0,WORD,br,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,bs,,lutim,master
883,883,0,0,0,0,0,0,WORD,bs,,lutim,master
139,0,0,139,103,0,36,0,MESSAGE,oc,29/07/18 20:17 by framasky,lutim,master
883,0,0,883,734,0,149,0,WORD,oc,29/07/18 20:17 by framasky,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,uk,,lutim,master
883,883,0,0,0,0,0,0,WORD,uk,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,sk,,lutim,master
883,883,0,0,0,0,0,0,WORD,sk,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,gd,,lutim,master
883,883,0,0,0,0,0,0,WORD,gd,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,ca,,lutim,master
883,883,0,0,0,0,0,0,WORD,ca,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,sq,,lutim,master
883,883,0,0,0,0,0,0,WORD,sq,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,sr,,lutim,master
883,883,0,0,0,0,0,0,WORD,sr,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,sv,,lutim,master
883,883,0,0,0,0,0,0,WORD,sv,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,el,,lutim,master
883,883,0,0,0,0,0,0,WORD,el,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,mt,,lutim,master
883,883,0,0,0,0,0,0,WORD,mt,,lutim,master
139,0,0,139,108,0,31,0,MESSAGE,en,29/07/18 20:17 by framasky,lutim,master
883,0,0,883,765,0,118,0,WORD,en,29/07/18 20:17 by framasky,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,is,,lutim,master
883,883,0,0,0,0,0,0,WORD,is,,lutim,master
139,0,0,139,0,0,139,0,MESSAGE,it,16/11/18 20:13 by nilocram,lutim,master
883,0,0,883,0,0,883,0,WORD,it,16/11/18 20:13 by nilocram,lutim,master
139,39,0,100,92,0,8,0,MESSAGE,es,29/07/18 20:17 by framasky,lutim,master
883,181,0,702,666,0,36,0,WORD,es,29/07/18 20:17 by framasky,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,cs,,lutim,master
883,883,0,0,0,0,0,0,WORD,cs,,lutim,master
139,47,0,92,52,0,40,0,MESSAGE,ar,14/09/18 13:56 by butterflyoffire,lutim,master
883,490,0,393,270,0,123,0,WORD,ar,14/09/18 13:56 by butterflyoffire,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,nb,,lutim,master
883,883,0,0,0,0,0,0,WORD,nb,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,lb,,lutim,master
883,883,0,0,0,0,0,0,WORD,lb,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,rm,,lutim,master
883,883,0,0,0,0,0,0,WORD,rm,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,pl,,lutim,master
883,883,0,0,0,0,0,0,WORD,pl,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,ro,,lutim,master
883,883,0,0,0,0,0,0,WORD,ro,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,da,,lutim,master
883,883,0,0,0,0,0,0,WORD,da,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,nl,,lutim,master
883,883,0,0,0,0,0,0,WORD,nl,,lutim,master
139,0,0,139,109,0,30,0,MESSAGE,fr-FR,27/02/19 12:05 by framasky,lutim,master
883,0,0,883,767,0,116,0,WORD,fr-FR,27/02/19 12:05 by framasky,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,tr,,lutim,master
883,883,0,0,0,0,0,0,WORD,tr,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,nn,,lutim,master
883,883,0,0,0,0,0,0,WORD,nn,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,en-US,,lutim,master
883,883,0,0,0,0,0,0,WORD,en-US,,lutim,master
139,38,0,101,92,0,9,0,MESSAGE,de,29/07/18 20:17 by framasky,lutim,master
883,180,0,703,666,0,37,0,WORD,de,29/07/18 20:17 by framasky,lutim,master
139,17,0,122,0,0,122,0,MESSAGE,ru,29/07/18 20:17 by framasky,lutim,master
883,61,0,822,0,0,822,0,WORD,ru,29/07/18 20:17 by framasky,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,be,,lutim,master
883,883,0,0,0,0,0,0,WORD,be,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,fi,,lutim,master
883,883,0,0,0,0,0,0,WORD,fi,,lutim,master
139,139,0,0,0,0,0,0,MESSAGE,pt,,lutim,master
883,883,0,0,0,0,0,0,WORD,pt,,lutim,master
1302,1302,0,0,0,0,0,0,MESSAGE,shi-Tfng,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,shi-Tfng,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sl-SI,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sl-SI,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,bn-BD,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,bn-BD,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,zgh-MA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,zgh-MA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,pt-MZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,pt-MZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-GN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-GN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-GP,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-GP,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-PH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-PH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ak-GH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ak-GH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-PG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-PG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-GQ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-GQ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,qu-PE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,qu-PE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,nnh-CM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,nnh-CM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,pt-MO,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,pt-MO,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-PK,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-PK,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-PN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-PN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,kn-IN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,kn-IN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sr-Cyrl-XK,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sr-Cyrl-XK,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,lo-LA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,lo-LA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-PR,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-PR,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,so-KE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,so-KE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-SD,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-SD,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,zh-Hans-MO,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,zh-Hans-MO,,peertube,develop
1302,0,0,1302,0,0,1302,0,MESSAGE,de-DE,17/07/19 23:03 by predatorix,peertube,develop
5245,0,0,5245,0,0,5245,0,WORD,de-DE,17/07/19 23:03 by predatorix,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-PW,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-PW,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-SA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-SA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,es-AR,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,es-AR,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sg-CF,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sg-CF,,peertube,develop
1302,177,8,1117,0,0,1117,8,MESSAGE,ru-RU,24/05/19 14:33 by digitalkiller,peertube,develop
5245,748,33,4464,0,0,4464,33,WORD,ru-RU,24/05/19 14:33 by digitalkiller,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ur-IN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ur-IN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-SY,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-SY,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-SO,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-SO,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,bas-CM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,bas-CM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-HT,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-HT,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ms-BN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ms-BN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-SS,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-SS,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MO,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MO,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,vun-TZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,vun-TZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sw-TZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sw-TZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MP,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MP,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,az-Cyrl-AZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,az-Cyrl-AZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MS,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MS,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,wae-CH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,wae-CH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,hi-IN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,hi-IN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MU,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MU,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,yo-BJ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,yo-BJ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MT,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MT,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MW,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MW,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MY,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MY,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sr-Latn-BA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sr-Latn-BA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-TD,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-TD,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ky-KG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ky-KG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NF,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NF,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-TN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-TN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NL,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NL,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sw-UG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sw-UG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,zh-Hant-HK,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,zh-Hant-HK,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NR,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NR,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,vai-Vaii,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,vai-Vaii,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,yav-CM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,yav-CM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,cy-GB,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,cy-GB,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NU,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NU,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-GA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-GA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,kab-DZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,kab-DZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-NZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-NZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-GF,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-GF,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ksb-TZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ksb-TZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,dav-KE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,dav-KE,,peertube,develop
1302,31,3,1268,2,0,1266,3,MESSAGE,fr-FR,17/07/19 21:38 by quentind,peertube,develop
5245,172,9,5064,2,0,5062,9,WORD,fr-FR,17/07/19 21:38 by quentind,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-KN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-KN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ff-GN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ff-GN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,mgo-CM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,mgo-CM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-KY,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-KY,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,kln-KE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,kln-KE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CI,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CI,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,de-AT,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,de-AT,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sah-RU,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sah-RU,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-LC,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-LC,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,az-Cyrl,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,az-Cyrl,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,dz-BT,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,dz-BT,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-DZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-DZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,uz-Cyrl-UZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,uz-Cyrl-UZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-LR,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-LR,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-LS,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-LS,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ca-IT,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ca-IT,,peertube,develop
1302,939,0,363,0,0,363,0,MESSAGE,sk-SK,12/05/19 12:38 by aasami,peertube,develop
5245,4590,0,655,0,0,655,0,WORD,sk-SK,12/05/19 12:38 by aasami,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,te-IN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,te-IN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ksh-DE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ksh-DE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-DJ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-DJ,,peertube,develop
1302,103,0,1199,0,0,1199,0,MESSAGE,it-IT,05/06/19 13:14 by silkevicious,peertube,develop
5245,676,0,4569,0,0,4569,0,WORD,it-IT,05/06/19 13:14 by silkevicious,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sr-Cyrl,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sr-Cyrl,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-MH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-MH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,de,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,de,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,mr-IN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,mr-IN,,peertube,develop
1302,0,1,1301,0,0,1301,1,MESSAGE,sv-SE,06/07/19 20:46 by autom,peertube,develop
5245,0,3,5242,0,0,5242,3,WORD,sv-SE,06/07/19 20:46 by autom,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ko-KR,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ko-KR,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,sq-AL,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,sq-AL,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-OM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-OM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ko-KP,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ko-KP,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-IM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-IM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,de-CH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,de-CH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-IL,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-IL,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-IO,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-IO,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-IN,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-IN,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,zh-Hans-HK,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,zh-Hans-HK,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,nl-BQ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,nl-BQ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,mg-MG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,mg-MG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ses-ML,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ses-ML,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-BE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-BE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-PS,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-PS,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,nl-BE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,nl-BE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,nd-ZW,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,nd-ZW,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ee-GH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ee-GH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,se-FI,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,se-FI,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-JE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-JE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,nl-AW,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,nl-AW,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,dua-CM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,dua-CM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-JM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-JM,,peertube,develop
1302,16,0,1286,0,0,1286,0,MESSAGE,eo,17/07/19 15:37 by tirifto,peertube,develop
5245,137,0,5108,0,0,5108,0,WORD,eo,17/07/19 15:37 by tirifto,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,de-BE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,de-BE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fy-NL,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fy-NL,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ar-QA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ar-QA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CD,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CD,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ru-UA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ru-UA,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-CF,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-CF,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-BF,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-BF,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-BI,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-BI,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,ig-NG,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,ig-NG,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-BJ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-BJ,,peertube,develop
1302,355,5,942,0,0,942,5,MESSAGE,pt-PT,27/06/19 23:52 by tmota,peertube,develop
5245,1942,10,3293,0,0,3293,10,WORD,pt-PT,27/06/19 23:52 by tmota,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,fr-BL,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,fr-BL,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,tr-CY,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,tr-CY,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-KE,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-KE,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-KI,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-KI,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-GI,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-GI,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-GH,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-GH,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-GM,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-GM,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,hr-HR,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,hr-HR,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-GU,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-GU,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,lag-TZ,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,lag-TZ,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,en-GY,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,en-GY,,peertube,develop
1302,1302,0,0,0,0,0,0,MESSAGE,af-NA,,peertube,develop
5245,5245,0,0,0,0,0,0,WORD,af-NA,,peertube,develop
